wikipedia_title,wikidata_id,party_raw,party_group
William H. Brand,Q8010338,Republican Party,Republican
William H. Brawley,Q2579032,Democratic Party,Democrat
William H. Briare,Q8010343,Democratic Party,Democrat
William H. Bright,Q136409350,,Other
William H. Brockenbrough,Q2579189,Democratic Party,Democrat
William H. Bulkeley,Q5589747,Republican Party,Republican
William H. Cabell,Q165741,Democratic-Republican Party,Democrat
William H. Calkins,Q2579036,Republican Party,Republican
William H. Carlson,Q8010353,independent politician,Other
William H. Cate,Q936608,Democratic Party,Democrat
William H. Chamberlain,Q8010356,Democratic Party,Democrat
William H. Clagett,Q2579039,Republican Party,Republican
William H. Clifford,Q107534922,,Other
William H. Coleman,Q8011941,Republican Party,Republican
William H. Condon,Q17479537,Democratic Party,Democrat
William H. Copeland,Q107524337,,Other
William H. Cornwell,Q27835055,Hawaiian National Reform Party,Other
William H. Crain,Q2579042,Democratic Party,Democrat
William H. Crawford,Q175877,Democratic-Republican Party,Democrat
William H. Crews,Q124005116,Republican Party,Republican
William H. Daingerfield,Q8010369,,Other
William H. Dakin,Q110948946,Republican Party,Republican
William H. Dame,Q8010370,,Other
William H. Davidson (Illinois politician),Q8010373,Democratic Party,Democrat
William H. Davis (Pennsylvania state representative),Q112072486,Democratic Party,Democrat
William H. Davis (Pennsylvania state senator),Q112072514,,Other
William H. Deering,Q104536871,Republican Party,Republican
William H. Denniston,Q96364388,Republican Party,Republican
William H. Denson,Q2579199,Democratic Party,Democrat
William H. Dick,Q107490318,Democratic Party,Democrat
William H. Diers,Q131480817,Democratic Party,Democrat
William H. Dieterich,Q454939,Democratic Party,Democrat
William H. Dillingham,Q52154558,,Other
William H. Dimmick,Q8010946,Democratic Party,Democrat
William H. Dolben,Q15997618,Republican Party,Republican
William H. Donaldson,Q8010383,Republican Party,Republican
William H. Doolittle,Q2579046,Republican Party,Republican
William H. Douglas,Q2791112,Republican Party,Republican
William H. Dubois,Q20747192,Republican Party,Republican
William H. Dyson,Q113553842,,Other
William H. Ebbets,Q23091507,,Other
William H. Emory,Q780105,,Other
William H. Enochs,Q8010391,Republican Party,Republican
William H. Ewing,Q23611979,Democratic Party,Democrat
William H. F. Fiedler,Q1530483,Democratic Party,Democrat
William H. Fallon,Q8010395,,Other
William H. Farrar,Q8010396,,Other
William H. Faucher,Q124171747,,Other
William H. Ferry,Q8010399,Republican Party,Republican
William H. Flack,Q8010402,Republican Party,Republican
William H. Fleece,Q18686148,Republican Party,Republican
William H. Fleming,Q1418423,Democratic Party,Democrat
William H. Flett,Q26266126,Republican Party,Republican
William H. Forney,Q2579204,Democratic Party,Democrat
William H. Fowle,Q121142790,,Other
William H. Fox,Q8010405,,Other
William H. Frankhauser,Q783970,Republican Party,Republican
William H. Frazier,Q111649035,,Other
William H. Fuller,Q123481228,Republican Party,Republican
William H. Furber,Q8010409,,Other
William H. Gest,Q8010416,Republican Party,Republican
William H. Gilmore,Q15428958,Republican Party,Republican
William H. Gledhill,Q105225390,Democratic Party,Democrat
William H. Goldthorpe,Q16066961,Republican Party,Republican
William H. Graham (politician),Q8010947,Republican Party,Republican
William H. Gray (Mississippi politician),Q106382059,,Other
William H. Gray (Oregon politician),Q8010432,,Other
William H. Gray III,Q3511361,Democratic Party,Democrat
William H. H. Cash,Q21176950,Republican Party,Republican
William H. H. Cowles,Q2579052,Democratic Party,Democrat
William H. H. Hart,Q8010434,,Other
William H. H. Llewellyn,Q16030634,Republican Party,Republican
William H. H. Miller,Q725861,Republican Party,Republican
William H. H. Ross,Q881833,Democratic Party,Democrat
William H. H. Wroe,Q50962193,Republican Party,Republican
William H. Haile,Q8010435,Republican Party,Republican
William H. Hall,Q110220009,Republican Party,Republican
William H. Hammett,Q1737092,Democratic Party,Democrat
William H. Hampton,Q15998972,Republican Party,Republican
William H. Hardy,Q15459231,,Other
William H. Harries,Q2579059,Democratic Party,Democrat
William H. Harrison (Wyoming politician),Q95042740,Republican Party,Republican
William H. Hastie,Q2579062,Democratic Party,Democrat
William H. Hatch,Q2579071,Democratic Party,Democrat
William H. Hatch (New Hampshire politician),Q135418959,,Other
William H. Hatten,Q24648782,Republican Party,Republican
William H. Heald,Q2579074,Republican Party,Republican
William H. Hemschemeyer,Q23073548,Republican Party,Republican
William H. Hicks,Q18686766,Democratic Party,Democrat
William H. Hinebaugh,Q7002719,Republican Party,Republican
William H. Hinrichsen,Q7870923,Democratic Party,Democrat
William H. Hodges,Q8010444,Democratic Party,Democrat
William H. Hodgkins,Q8010447,Republican Party,Republican
William H. Holland (politician),Q20010852,Republican Party,Republican
William H. Holliday,Q95686592,Democratic Party,Democrat
William H. Hornibrook,Q2579067,Democratic Party,Democrat
William H. Hudnut III,Q2579080,Republican Party,Republican
William H. Huff III,Q18719480,Republican Party,Republican
William H. Hughes,Q16030810,Republican Party,Republican
William H. Hunt,Q373146,Republican Party,Republican
William H. Hunter,Q8010455,Democratic Party,Democrat
William H. Huntington,Q23715147,Republican Party,Republican
William H. Hurlbut,Q23614059,Republican Party,Republican
William H. Huse,Q41834969,Republican Party,Republican
William H. J. Ely,Q8010460,Democratic Party,Democrat
William H. Jacobs,Q8010461,,Other
William H. James,Q885860,Republican Party,Republican
William H. Jeffreys Jr.,Q27178117,Democratic Party,Democrat
William H. Johnson (Wisconsin politician),Q108314424,Democratic Party,Democrat
William H. Jones (Mississippi politician),Q112299888,Republican Party,Republican
William H. Jones (South Carolina politician),Q109466821,,Other
William H. Jordan (California politician),Q117183411,,Other
William H. Joslin,Q22018777,Republican Party,Republican
William H. Keim,Q8012331,Republican Party,Republican
William H. Kelsey,Q8010473,Republican Party,Republican
William H. Kendrick,Q67019327,,Other
William H. Kent,Q8010471,,Other
William H. Kepner,Q118645010,,Other
William H. King,Q922916,Democratic Party,Democrat
William H. Kinne,Q98843189,Democratic Party,Democrat
William H. Kirkpatrick,Q8012700,Republican Party,Republican
William H. Kitchin,Q782404,Democratic Party,Democrat
William H. Koontz,Q8012070,Republican Party,Republican
William H. Kurtz,Q8012071,Democratic Party,Democrat
William H. Ladue,Q99507706,Democratic Party,Democrat
William H. Lamar,Q8010477,Democratic Party,Democrat
William H. Lamport,Q8010475,Republican Party,Republican
William H. Lancaster,Q16091901,Republican Party,Republican
William H. Landes,Q111584816,,Other
William H. Lash,Q16017468,Republican Party,Republican
William H. Lee (New York politician),Q15998533,Republican Party,Republican
William H. Lewis,Q8010485,Republican Party,Republican
William H. Lockward,Q123651201,Democratic Party,Democrat
William H. Loucks,Q16059494,Republican Party,Republican
William H. Ludlow,Q8010491,Democratic Party,Democrat
William H. Lynch,Q106489394,Republican Party,Republican
William H. M. Pusey,Q2579225,Democratic Party,Democrat
William H. MacInnis,Q8010494,Democratic Party,Democrat
William H. MacKenzie,Q18154870,Republican Party,Republican
William H. MacLean,Q131032734,Republican Party,Republican
William H. Mallory,Q111914031,,Other
William H. Marden,Q106600712,Republican Party,Republican
William H. Markham,Q19974881,Republican Party,Republican
William H. Maynard,Q8010503,,Other
William H. McDonald,Q8010505,Democratic Party,Democrat
William H. McKeighan,Q8010508,Republican Party,Republican
William H. McLellan,Q23639276,Democratic Party,Democrat
William H. McMaster,Q366828,Republican Party,Republican
William H. McNichols Jr.,Q8010510,Democratic Party,Democrat
William H. McSurely,Q99866846,Republican Party,Republican
William H. Mellen,Q16031465,,Other
William H. Merritt,Q114903060,,Other
William H. Meyer,Q2579088,Democratic Party,Democrat
William H. Meyer (Colorado politician),Q8010513,Republican Party,Republican
William H. Milliken Jr.,Q8010514,Republican Party,Republican
William H. Moore (North Carolina politician),Q116370999,,Other
William H. Murfree,Q2579085,Democratic-Republican Party,Democrat
William H. Murray,Q882854,Democratic Party,Democrat
William H. Murtha,Q8010525,Democratic Party,Democrat
William H. Mylrea,Q8010526,Republican Party,Republican
William H. Neece,Q8010531,Democratic Party,Democrat
William H. Nicholas,Q8010532,Republican Party,Republican
William H. Nickerson,Q115977810,Republican Party,Republican
William H. Noble,Q8010533,Democratic Party,Democrat
William H. Nobles,Q51164151,,Other
William H. O'Brien,Q22019154,Democratic Party,Democrat
William H. O'Dell,Q8010535,Republican Party,Republican
William H. O'Hare,Q108443083,Democratic Party,Democrat
William H. P. Denny,Q8010541,,Other
William H. Parker (politician),Q1791602,Republican Party,Republican
William H. Parks,Q116843962,,Other
William H. Patterson,Q107493783,,Other
William H. Penman,Q45312058,Republican Party,Republican
William H. Perry (South Carolina politician),Q1524004,Democratic Party,Democrat
William H. Perry III,Q102279148,Republican Party,Republican
William H. Peters,Q20880725,Democratic Party,Democrat
William H. Peterson (politician),Q16206317,,Other
William H. Poole (politician),Q16873315,Democratic Party,Democrat
William H. Proctor,Q26702822,Republican Party,Republican
William H. Pryor Jr.,Q8010558,Republican Party,Republican
William H. Puthuff,Q70694203,,Other
William H. R. McMartin,Q16866767,,Other
William H. Randall,Q1359292,Unconditional Union Party,Other
William H. Ray,Q8010565,Republican Party,Republican
William H. Reynolds (New York politician),Q104882790,,Other
William H. Roane,Q2579089,Democratic Party,Democrat
William H. Robertson,Q1709913,Republican Party,Republican
William H. Rogers (mayor),Q8010574,,Other
William H. Rosenthal,Q134506477,,Other
William H. Roundtree,Q115707724,Democratic Party,Democrat
William H. Rowe,Q65930295,Republican Party,Republican
William H. Rowlen,Q122695669,Republican Party,Republican
William H. Ryan,Q8010576,Democratic Party,Democrat
William H. Savage,Q16875320,Republican Party,Republican
William H. Sears,Q116271508,,Other
William H. Seward,Q297308,Republican Party,Republican
William H. Sharpley,Q16885614,,Other
William H. Shoudy,Q48348883,independent politician,Other
William H. Skaggs,Q8010592,,Other
William H. Smathers,Q2580579,Democratic Party,Democrat
William H. Smith (Connecticut politician),Q16059088,,Other
William H. Sowden,Q8012165,Republican Party,Republican
William H. Sproul,Q2579093,Republican Party,Republican
William H. Spurgeon,Q8010598,Democratic Party,Democrat
William H. Stafford,Q2579101,Republican Party,Republican
William H. Stead,Q18739920,Republican Party,Republican
William H. Steele (New York politician),Q107709957,Republican Party,Republican
William H. Steele (Wisconsin politician),Q21664986,Republican Party,Republican
William H. Steiwer,Q116456008,,Other
William H. Stevenson,Q1747892,Republican Party,Republican
William H. Stiles,Q2579248,Democratic Party,Democrat
William H. Stone (politician),Q16885907,,Other
William H. Sullivan,Q6614872,,Other
William H. Sutphin,Q997295,Democratic Party,Democrat
William H. Sweetland,Q111803547,Republican Party,Republican
William H. Taylor (judge),Q47539908,Republican Party,Republican
William H. Tebbs,Q8010614,,Other
William H. Thomas (Wisconsin politician),Q23022471,Democratic Party,Democrat
William H. Thompson (Kansas politician),Q6208747,Democratic Party,Democrat
William H. Thompson (Nebraska politician),Q2579261,Democratic Party,Democrat
William H. Timlin,Q8010620,,Other
William H. Tobey,Q8010623,Republican Party,Republican
William H. Towers,Q124949940,Republican Party,Republican
William H. Tucker (American politician),Q118521509,,Other
William H. Upham,Q884312,Republican Party,Republican
William H. Upson,Q8010633,Republican Party,Republican
William H. Van Cleef,Q108032893,Republican Party,Republican
William H. Van Schoonhoven,Q8010634,Whig Party,Other
William H. Vernon,Q16019821,Republican Party,Republican
William H. Wade,Q1649606,Republican Party,Republican
William H. Wadsworth,Q2579106,Republican Party,Republican
William H. Wait,Q96091868,Republican Party,Republican
William H. Walker (New York City politician),Q16059245,,Other
William H. Walker (Vermont judge),Q43375727,Republican Party,Republican
William H. Wallace,Q889378,Republican Party,Republican
William H. Waste,Q15997133,,Other
William H. Wehrung,Q8010663,,Other
William H. Wells,Q666838,Federalist Party,Other
William H. West (Louisiana politician),Q113576009,Democratic Party,Democrat
William H. West (judge),Q8010666,Republican Party,Republican
William H. Wharton,Q8010667,,Other
William H. Wheat,Q8010669,Republican Party,Republican
William H. Whitfield,Q48403314,,Other
William H. Wickham,Q8010672,Democratic Party,Democrat
William H. Wiley,Q1707716,Republican Party,Republican
William H. Willson,Q4020033,,Other
William H. Wilson,Q8010675,Republican Party,Republican
William H. Wilson (New York politician),Q20880933,Democratic Party,Democrat
William H. Wisener,Q17423839,Republican Party,Republican
William H. Withington,Q8010677,Republican Party,Republican
William H. Witte,Q8012219,Democratic Party,Democrat
William H. Woodin,Q2031553,Republican Party,Republican
William H. Workman,Q8010682,Democratic Party,Democrat
William H. Yale,Q4020036,Republican Party,Republican
William H. Yohn Jr.,Q8010684,,Other
William Haile (Mississippi politician),Q1570036,Democratic Party,Democrat
William Haile (New Hampshire politician),Q2579111,Republican Party,Republican
William Haines Lytle,Q14191336,Democratic Party,Democrat
William Hale (Michigan Attorney General),Q85815667,,Other
William Hale (New Hampshire politician),Q2579113,Federalist Party,Other
William Hale (Wyoming politician),Q435937,Republican Party,Republican
William Hale Thompson,Q399266,Republican Party,Republican
William Hall (governor),Q358271,Democratic Party,Democrat
William Hall Milton,Q1805678,Democratic Party,Democrat
William Hallam Tuck,Q111659586,,Other
William Halsey (mayor),Q8010745,,Other
William Halstead,Q1285259,Whig Party,Other
William Hamilton (Flint politician),Q8010752,,Other
William Hamilton MacFarland,Q2579124,,Other
William Hammond Marriott,Q20684457,,Other
William Hamzy,Q100394706,Republican Party,Republican
William Hanes Ayres,Q8010815,Republican Party,Republican
William Harding Mayes,Q8010860,Democratic Party,Democrat
William Harllee,Q17326859,Democratic Party,Democrat
William Harper (Louisiana politician),Q115805539,,Other
William Harper (South Carolina politician),Q5790909,Jacksonian Democracy,Other
William Harrell Felton,Q2577463,Democratic Party,Democrat
William Harris (New York politician),Q104878452,Republican Party,Republican
William Harris (colonist),Q8010920,,Other
William Harrison Gallup,Q116932732,,Other
William Harrison Grimshaw,Q48796259,Republican Party,Republican
William Harrison Jr.,Q8010933,,Other
William Harrison Martin,Q1611558,Democratic Party,Democrat
William Harrison Norton,Q16873209,,Other
William Hartshorn Bonsall,Q8010978,Republican Party,Republican
William Hartzell,Q8010982,Democratic Party,Democrat
William Haselden Ellerbe,Q889079,Democratic Party,Democrat
William Hatch (New Hampshire politician),Q8011007,Democratic Party,Democrat
William Hathaway,Q926938,Democratic Party,Democrat
William Hawes (miller),Q111942572,,Other
William Hawkins (governor),Q370061,Democratic-Republican Party,Democrat
William Hawkins Polk,Q2579151,Democratic Party,Democrat
William Hayden English,Q442044,Democratic Party,Democrat
William Hayden Reynolds,Q18523764,,Other
William Hayward (American attorney),Q43401466,,Other
William Hayward Jr.,Q2655576,,Other
William Healy (judge),Q8011804,,Other
William Heath,Q323758,,Other
William Hebard,Q2579160,Republican Party,Republican
William Heffernan III,Q124407769,Democratic Party,Democrat
William Heilman,Q214487,Republican Party,Republican
William Heiskell,Q15430521,Whig Party,Other
William Helmick,Q8011835,Republican Party,Republican
William Helms,Q604143,,Other
William Hemingway (politician),Q105783495,,Other
William Hemphill,Q8011842,,Other
William Hemphill Jones,Q20811090,,Other
William Hemsley (politician),Q8011844,,Other
William Hendricks,Q888366,Democratic Party,Democrat
William Hendricks Jr.,Q8011857,,Other
William Henry (congressman),Q1707844,Whig Party,Other
William Henry (gunsmith),Q8011869,,Other
William Henry Andrews,Q966483,Republican Party,Republican
William Henry Bagley,Q27661830,,Other
William Henry Bailey,Q8011885,Democratic Party,Democrat
William Henry Bissell,Q881608,Republican Party,Republican
William Henry Bogart,Q15452603,,Other
William Henry Brodnax,Q8011910,,Other
William Henry Carter,Q2579194,Republican Party,Republican
William Henry Chandler (politician),Q22017408,,Other
William Henry Cogswell,Q20708869,,Other
William Henry Conley,Q933849,,Other
William Henry DeWitt,Q1761796,Democratic Party,Democrat
William Henry Draper (congressman),Q8011964,Republican Party,Republican
William Henry Eustis,Q8011979,Republican Party,Republican
William Henry Evans,Q18150550,,Other
William Henry Fitzgerald,Q22018489,Democratic Party,Democrat
William Henry Fitzhugh,Q8011988,,Other
William Henry Forbes,Q16065321,,Other
William Henry Gist,Q2579212,Democratic Party,Democrat
William Henry Gleason,Q8012004,Republican Party,Republican
William Henry Gleason (New York politician),Q23073526,Republican Party,Republican
William Henry Grey,Q29546702,Republican Party,Republican
William Henry Hardy,Q23303080,Democratic Party,Democrat
William Henry Harman,Q8012020,,Other
William Henry Harrison,Q11869,Whig Party,Other
William Henry Harrison (Georgia politician),Q30599440,,Other
William Henry Harrison III,Q1301825,Republican Party,Republican
William Henry Harrison Stowell,Q1168008,Republican Party,Republican
William Henry Haywood Jr.,Q5794515,Democratic Party,Democrat
William Henry Heard,Q8010443,,Other
William Henry Hill (New York politician),Q8012044,Republican Party,Republican
William Henry Hill (North Carolina politician),Q1650242,,Other
William Henry Hines,Q8012045,Democratic Party,Democrat
William Henry Hooper,Q2579219,Democratic Party,Democrat
William Henry Hunt (judge),Q3701893,Republican Party,Republican
William Henry Jewell,Q19560865,,Other
William Henry Law,Q20811157,,Other
William Henry Miller (legislator),Q8012100,Democratic Party,Democrat
William Henry Moody,Q724503,Republican Party,Republican
William Henry Munger,Q8012106,,Other
William Henry Parsons (colonel),Q16856964,,Other
William Henry Phipps,Q16199018,Republican Party,Republican
William Henry Pope (Texas politician),Q8012122,,Other
William Henry Seaman,Q8012149,,Other
William Henry Smith (American politician),Q8012159,Republican Party,Republican
William Henry Sneed,Q1773281,Democratic Party,Democrat
William Henry Stanton (congressman),Q8012170,Democratic Party,Democrat
William Henry Stone,Q2579251,Democratic Party,Democrat
William Henry Thomas,Q8012185,Republican Party,Republican
William Henry Tibbs,Q8012189,Democratic Party,Democrat
William Henry Trescot,Q11288156,Democratic Party,Democrat
William Henry Vanderbilt III,Q438573,Republican Party,Republican
William Henry Washburn,Q23073769,Republican Party,Republican
William Henry Washington,Q2579255,Whig Party,Other
William Henry Whitmore,Q8012214,,Other
William Henry Wills (politician),Q885481,Republican Party,Republican
William Henry Young (politician),Q25249284,Republican Party,Republican
William Hepburn Armstrong,Q8012224,Republican Party,Republican
William Hercules Hays,Q8012261,,Other
William Herndon (lawyer),Q5931592,Republican Party,Republican
William Herod,Q508152,Republican Party,Republican
William Herring (politician),Q23879057,Republican Party,Republican
William Hickman (Illinois politician),Q137591396,,Other
William Hickman Moore,Q57955113,Democratic Party,Democrat
William Hiester (Pennsylvania politician),Q17305547,Anti-Masonic Party,Other
William Higby,Q2579280,Republican Party,Republican
William High,Q126361528,,Other
William Hill (Iowa politician),Q18719475,Republican Party,Republican
William Hill (Wisconsin politician),Q108414942,Democratic Party,Democrat
William Hilsman (politician),Q56599456,,Other
William Hindman,Q5806411,Federalist Party,Other
William Hiner,Q16063379,Republican Party,Republican
William Hines Furbush,Q105094886,Democratic Party,Democrat
William Hinson Cole,Q1108094,Democratic Party,Democrat
William Hitchman,Q8012363,Democratic Party,Democrat
William Hoag,Q85815674,Republican Party,Republican
William Hodges Mann,Q687874,Democratic Party,Democrat
William Hogan (American politician),Q4308787,Democratic Party,Democrat
William Hoge (California politician),Q20985413,Republican Party,Republican
William Hoge (Pennsylvania politician),Q8012396,Democratic-Republican Party,Democrat
William Holcombe,Q442187,Democratic Party,Democrat
William Holden (politician),Q8012409,Democratic Party,Democrat
William Holland Thomas,Q8012426,,Other
William Holt (mayor),Q8012459,,Other
William Hoofnagle,Q8012476,,Other
William Hooper,Q1345669,,Other
William Hope Harvey,Q8012491,,Other
William Hopkinson Cox,Q8012501,Republican Party,Republican
William Horn Battle,Q8012514,,Other
William Horne (American politician),Q16194593,Democratic Party,Democrat
William Horvath,Q18394950,Democratic Party,Democrat
William Hotchkiss (assemblyman),Q125706058,,Other
William Houle,Q15993093,,Other
William Houston,Q678989,,Other
William Houstoun (lawyer),Q651872,,Other
William Howard (congressman),Q8012562,Democratic Party,Democrat
William Howard Taft,Q35648,Republican Party,Republican
William Howard Taft III,Q11288136,Republican Party,Republican
William Howe Davis,Q18811011,Democratic Party,Democrat
William Howland (American politician),Q62566058,,Other
William Hubbel Price,Q119424185,,Other
William Hugh Smith,Q784487,Republican Party,Republican
William Hughes (Wisconsin politician),Q55637723,Republican Party,Republican
William Hughes (senator),Q2579376,Democratic Party,Democrat
William Hull,Q881002,,Other
William Hull (Wisconsin politician),Q16063312,Democratic Party,Democrat
William Hulsey,Q16037722,,Other
William Humphreys Jackson,Q423191,Republican Party,Republican
William Hunter (Assistant Secretary of State),Q3430881,,Other
William Hunter (Vermont politician),Q265051,Democratic-Republican Party,Democrat
William Hunter (senator),Q2579380,Federalist Party,Other
William Hunter Cavendish,Q8012695,,Other
William Huntington Russell,Q1930248,Whig Party,Other
William Hutchinson Norris,Q8012744,,Other
William Hyde Rice,Q8012757,,Other
William I. Dodge,Q8012766,Democratic Party,Democrat
William I. Donnermeyer Sr.,Q8012764,Democratic Party,Democrat
William I. Gunlock,Q16866347,Republican Party,Republican
William I. Nolan,Q2579369,Republican Party,Republican
William I. Randall,Q105420504,,Other
William I. S. Thompson,Q106715157,,Other
William I. Sirovich,Q2856357,Democratic Party,Democrat
William I. Swoope,Q13219840,Republican Party,Republican
William I. Traeger,Q2579377,Republican Party,Republican
William I. Troutman,Q8012773,Republican Party,Republican
William Infantine,Q124623967,Republican Party,Republican
William Irvine (general),Q3568725,Anti-Administration Party,Other
William Irvine (lawyer),Q8013097,Republican Party,Republican
William Irving (American politician),Q2579408,Democratic-Republican Party,Democrat
William Irwin (California politician),Q881348,Democratic Party,Democrat
William J. Abrams,Q7945703,Democratic Party,Democrat
William J. Allen,Q8013129,Democratic Party,Democrat
William J. Alston,Q2579413,Democratic Party,Democrat
William J. Austin,Q24579359,Republican Party,Republican
William J. Bacon,Q8013134,Republican Party,Republican
William J. Barker (Denver mayor),Q16147475,,Other
William J. Baroody Jr.,Q8013141,Republican Party,Republican
William J. Bate,Q18645675,Democratic Party,Democrat
William J. Behan,Q8013148,,Other
William J. Bichler,Q8013151,Democratic Party,Democrat
William J. Biggy,Q8013153,,Other
William J. Blakistone,Q114111808,,Other
William J. Bradley,Q16059125,Republican Party,Republican
William J. Brennan Jr.,Q717401,Democratic Party,Democrat
William J. Brodie,Q96415134,Republican Party,Republican
William J. Brown (Indiana politician),Q2579419,Democratic Party,Democrat
William J. Brown (Ohio politician),Q8013164,Democratic Party,Democrat
William J. Browning,Q255947,Republican Party,Republican
William J. Bulow,Q881922,Democratic Party,Democrat
William J. Burgess,Q116894296,Democratic Party,Democrat
William J. Burke,Q8013166,Republican Party,Republican
William J. Burns (diplomat),Q1276563,,Other
William J. Cabaniss,Q8013170,Republican Party,Republican
William J. Calhoun,Q8013172,,Other
William J. Carney,Q8013173,,Other
William J. Cary,Q995498,Republican Party,Republican
William J. Casey,Q983721,Republican Party,Republican
William J. Casey (Massachusetts politician),Q19281820,Democratic Party,Democrat
William J. Cason,Q18685291,Democratic Party,Democrat
William J. Cleary,Q8013181,,Other
William J. Cole,Q113861474,,Other
William J. Colvill,Q8013184,,Other
William J. Conners,Q106626699,,Other
William J. Connors,Q18715706,Democratic Party,Democrat
William J. Coombs,Q404494,Democratic Party,Democrat
William J. Copp,Q119848415,Republican Party,Republican
William J. Cornwell,Q8013187,Whig Party,Other
William J. Coyle,Q8013188,Republican Party,Republican
William J. Coyne,Q8013189,Democratic Party,Democrat
William J. Crow,Q5613710,Republican Party,Republican
William J. Cunningham (Illinois politician),Q123050304,Republican Party,Republican
William J. Deboe,Q1486004,Republican Party,Republican
William J. Diehl,Q8013201,Republican Party,Republican
William J. Donohue,Q16031432,Democratic Party,Democrat
William J. Donovan,Q541981,Republican Party,Republican
William J. Dorgan,Q18808312,Republican Party,Republican
William J. Driver,Q1687630,Democratic Party,Democrat
William J. Duane,Q2031160,Democratic-Republican Party,Democrat
William J. Duff,Q8013208,,Other
William J. Duffy,Q15992925,Democratic Party,Democrat
William J. Ferrall,Q18631147,Democratic Party,Democrat
William J. Fields,Q735223,Democratic Party,Democrat
William J. Fisk,Q21664412,Republican Party,Republican
William J. Fitzgerald,Q2579431,Democratic Party,Democrat
William J. Foley,Q50319963,Democratic Party,Democrat
William J. Frank,Q8013219,Republican Party,Republican
William J. Frey,Q104189969,Democratic Party,Democrat
William J. Gannon,Q18719416,Democratic Party,Democrat
William J. Gantter,Q16067166,Republican Party,Republican
William J. Garsoe,Q20679470,Maine Republican Party,Republican
William J. Gibson,Q116812132,Democratic Party,Democrat
William J. Giordano,Q18808787,Democratic Party,Democrat
William J. Graham,Q7459221,Republican Party,Republican
William J. Graney,Q8013224,Democratic Party,Democrat
William J. Granfield,Q1719957,Democratic Party,Democrat
William J. Grattan,Q8013225,Republican Party,Republican
William J. Graves,Q2579441,,Other
William J. Grayson,Q2579438,,Other
William J. Green III,Q8013227,Democratic Party,Democrat
William J. Green Jr.,Q13219635,Democratic Party,Democrat
William J. Grunloh,Q33112999,Democratic Party,Democrat
William J. Guste,Q8013231,Democratic Party,Democrat
William J. Hadden,Q21151696,,Other
William J. Hamilton,Q8013234,Democratic Party,Democrat
William J. Harris,Q2579456,Democratic Party,Democrat
William J. Hartnett,Q8013236,Democratic Party,Democrat
William J. Healy,Q8013238,Democratic Party,Democrat
William J. Healy II,Q8013239,Democratic Party,Democrat
William J. Heffernan,Q15998685,Democratic Party,Democrat
William J. Henderson,Q1280820,,Other
William J. Hickey,Q16225842,Republican Party,Republican
William J. Holloway,Q381527,Democratic Party,Democrat
William J. Hosey,Q8013246,Democratic Party,Democrat
William J. Hough,Q8013247,Democratic Party,Democrat
William J. Howard,Q8013248,,Other
William J. Howell,Q8013249,Republican Party,Republican
William J. Hughes,Q1230827,Democratic Party,Democrat
William J. Hume,Q8013251,Republican Party,Republican
William J. Hutchins,Q15967883,,Other
William J. Keating,Q1314285,Republican Party,Republican
William J. Kershaw,Q16063072,Republican Party,Republican
William J. Kinney,Q18156685,,Other
William J. Knight,Q974431,Republican Party,Republican
William J. Knox,Q113362590,,Other
William J. Lane,Q8013265,Democratic Party,Democrat
William J. Lanting,Q99464246,Republican Party,Republican
William J. Larkin Jr.,Q4909836,Republican Party,Republican
William J. Lavery,Q8013266,,Other
William J. Lederer (Pennsylvania politician),Q8013269,Democratic Party,Democrat
William J. Lewis,Q93811,,Other
William J. Lindsay,Q8013273,Democratic Party,Democrat
William J. Lyons Jr.,Q16724440,Republican Party,Republican
William J. Magie,Q25323627,,Other
William J. Maguire,Q18808841,Republican Party,Republican
William J. Maier,Q8013281,Republican Party,Republican
William J. Martin,Q125374555,Republican Party,Republican
William J. McCauley,Q21069692,Democratic Party,Democrat
William J. McConnell,Q442092,Republican Party,Republican
William J. McCoy (Mississippi politician),Q8013288,Democratic Party,Democrat
William J. McElroy,Q111804238,Republican Party,Republican
William J. McRoberts,Q20979332,,Other
William J. Miller,Q1758539,Republican Party,Republican
William J. Mills,Q1415218,Democratic Party,Democrat
William J. Montgomery (South Carolina politician),Q136562929,,Other
William J. Moody,Q58816308,,Other
William J. Moore,Q8013295,Republican Party,Republican
William J. Morgan (New York politician),Q8013294,Republican Party,Republican
William J. Morgan (Wisconsin politician),Q8013297,Republican Party,Republican
William J. Munley,Q88487321,Democratic Party,Democrat
William J. Murphy (Idaho politician),Q8013300,Democratic Party,Democrat
William J. Murphy (Rhode Island politician),Q8013301,Democratic Party,Democrat
William J. Murray (politician),Q16004080,Democratic Party,Democrat
William J. Northen,Q2579465,Democratic Party,Democrat
William J. Nuss,Q19604889,Republican Party,Republican
William J. O'Brien (politician),Q1027364,Democratic Party,Democrat
William J. Pennock,Q135760288,Democratic Party,Democrat
William J. Perry,Q539791,Democratic Party,Democrat
William J. Phelan,Q16734482,,Other
William J. Phelps,Q16063088,,Other
William J. Plant,Q96364393,Democratic Party,Democrat
William J. Polk,Q117317208,,Other
William J. Purman,Q2579466,Republican Party,Republican
William J. Randall,Q2579470,Democratic Party,Democrat
William J. Robertson,Q8013323,,Other
William J. Rogers,Q8013324,Democratic Party,Democrat
William J. Samford,Q880664,Democratic Party,Democrat
William J. Scherle,Q1414377,Republican Party,Republican
William J. Schoeninger,Q130764621,Democratic Party,Democrat
